DD/MM/YYYY HH:MM:SS, O, H, L, C
6/01/2005 0:00,1.3279,1.3305,1.3215,1.3256
7/01/2005 0:00,1.3256,1.3279,1.3157,1.3175
10/01/2005 0:00,1.3175,1.3326,1.3026,1.3072
11/01/2005 0:00,1.3072,1.313,1.3061,1.312
12/01/2005 0:00,1.312,1.3173,1.3103,1.3106
13/01/2005 0:00,1.3106,1.3294,1.3084,1.3259
14/01/2005 0:00,1.3259,1.3268,1.3194,1.321
17/01/2005 0:00,1.321,1.3211,1.3059,1.3104
18/01/2005 0:00,1.3104,1.313,1.3032,1.3033
19/01/2005 0:00,1.3033,1.3078,1.2997,1.3023
20/01/2005 0:00,1.3023,1.312,1.2965,1.3014
21/01/2005 0:00,1.3014,1.3026,1.2924,1.2953
24/01/2005 0:00,1.2953,1.3069,1.2934,1.3049
25/01/2005 0:00,1.3049,1.3102,1.3031,1.3037
26/01/2005 0:00,1.3037,1.3077,1.2947,1.2983
27/01/2005 0:00,1.2983,1.311,1.2971,1.306
28/01/2005 0:00,1.306,1.3125,1.3012,1.3032
31/01/2005 0:00,1.3032,1.3082,1.2988,1.3031
1/02/2005 0:00,1.3031,1.3061,1.2976,1.3051
2/02/2005 0:00,1.3051,1.3071,1.3003,1.3063
3/02/2005 0:00,1.3063,1.3095,1.3011,1.3025
4/02/2005 0:00,1.3025,1.3038,1.2943,1.2969
7/02/2005 0:00,1.2969,1.3043,1.2827,1.2832
8/02/2005 0:00,1.2832,1.2867,1.2734,1.2765
9/02/2005 0:00,1.2765,1.2799,1.2733,1.2769
10/02/2005 0:00,1.2769,1.2817,1.2741,1.2809
11/02/2005 0:00,1.2809,1.2908,1.274,1.287
14/02/2005 0:00,1.287,1.2897,1.2847,1.2895
15/02/2005 0:00,1.2895,1.2991,1.2892,1.2968
16/02/2005 0:00,1.2968,1.3054,1.2955,1.3007
17/02/2005 0:00,1.3007,1.3066,1.296,1.304
18/02/2005 0:00,1.304,1.3091,1.3017,1.3066
21/02/2005 0:00,1.3066,1.3084,1.3017,1.3062
22/02/2005 0:00,1.3062,1.308,1.3033,1.3061
23/02/2005 0:00,1.3061,1.3273,1.3057,1.3251
24/02/2005 0:00,1.3251,1.3276,1.3187,1.3216
25/02/2005 0:00,1.3216,1.3271,1.3178,1.3204
28/02/2005 0:00,1.3204,1.327,1.3147,1.3264
1/03/2005 0:00,1.3264,1.3281,1.3209,1.3222
2/03/2005 0:00,1.3222,1.3228,1.3158,1.3161
3/03/2005 0:00,1.3161,1.3178,1.309,1.3137
4/03/2005 0:00,1.3137,1.3166,1.3098,1.3114
7/03/2005 0:00,1.3114,1.3256,1.3088,1.3237
8/03/2005 0:00,1.3237,1.325,1.3177,1.3212
9/03/2005 0:00,1.3212,1.3364,1.3212,1.3348
10/03/2005 0:00,1.3348,1.3424,1.3332,1.3386
11/03/2005 0:00,1.3386,1.3457,1.3383,1.3432
14/03/2005 0:00,1.3432,1.3482,1.3394,1.3462
15/03/2005 0:00,1.3462,1.3466,1.3337,1.3356
16/03/2005 0:00,1.3356,1.3412,1.3298,1.3312
17/03/2005 0:00,1.3312,1.3441,1.3292,1.3406
18/03/2005 0:00,1.3406,1.342,1.3342,1.3386
21/03/2005 0:00,1.3386,1.3386,1.3266,1.3307
22/03/2005 0:00,1.3307,1.3308,1.3142,1.3164
23/03/2005 0:00,1.3164,1.3227,1.3056,1.3086
24/03/2005 0:00,1.3086,1.3088,1.2962,1.2974
25/03/2005 0:00,1.2974,1.3035,1.293,1.2934
28/03/2005 0:00,1.2934,1.2971,1.2924,1.2931
29/03/2005 0:00,1.2931,1.2937,1.2858,1.2915
30/03/2005 0:00,1.2915,1.2957,1.2899,1.2932
31/03/2005 0:00,1.2932,1.2985,1.2912,1.2932
1/04/2005 0:00,1.2932,1.302,1.2914,1.296
4/04/2005 0:00,1.296,1.3053,1.2872,1.2888
5/04/2005 0:00,1.2888,1.2907,1.282,1.2849
6/04/2005 0:00,1.2849,1.2879,1.2803,1.285
7/04/2005 0:00,1.285,1.2912,1.2841,1.2874
8/04/2005 0:00,1.2874,1.2942,1.2829,1.283
11/04/2005 0:00,1.283,1.2935,1.2809,1.2927
12/04/2005 0:00,1.2927,1.3005,1.291,1.2981
13/04/2005 0:00,1.2981,1.3018,1.2865,1.2907
14/04/2005 0:00,1.2907,1.2957,1.2851,1.2909
15/04/2005 0:00,1.2909,1.2911,1.277,1.2813
18/04/2005 0:00,1.2813,1.2943,1.278,1.2916
19/04/2005 0:00,1.2916,1.3045,1.2878,1.3012
20/04/2005 0:00,1.3012,1.3079,1.2982,1.3064
21/04/2005 0:00,1.3064,1.3108,1.2993,1.3103
22/04/2005 0:00,1.3103,1.3127,1.3026,1.304
25/04/2005 0:00,1.304,1.3095,1.3023,1.3046
26/04/2005 0:00,1.3046,1.3046,1.2957,1.2988
27/04/2005 0:00,1.2988,1.3017,1.2947,1.2978
28/04/2005 0:00,1.2978,1.2989,1.2906,1.2928
29/04/2005 0:00,1.2928,1.2945,1.2883,1.2905
2/05/2005 0:00,1.2905,1.2981,1.2852,1.2854
3/05/2005 0:00,1.2854,1.2876,1.2839,1.2857
4/05/2005 0:00,1.2857,1.2918,1.2831,1.2879
5/05/2005 0:00,1.2879,1.2975,1.2877,1.2944
6/05/2005 0:00,1.2944,1.299,1.2928,1.2948
9/05/2005 0:00,1.2948,1.2965,1.2812,1.2817
10/05/2005 0:00,1.2817,1.2878,1.2792,1.2846
11/05/2005 0:00,1.2846,1.2892,1.2817,1.2879
12/05/2005 0:00,1.2879,1.2914,1.2779,1.2805
13/05/2005 0:00,1.2805,1.281,1.2668,1.2683
16/05/2005 0:00,1.2683,1.269,1.2584,1.2607
17/05/2005 0:00,1.2607,1.2651,1.2583,1.2626
18/05/2005 0:00,1.2626,1.2665,1.259,1.2594
19/05/2005 0:00,1.2594,1.2692,1.2587,1.2674
20/05/2005 0:00,1.2674,1.2693,1.2607,1.2634
23/05/2005 0:00,1.2634,1.2652,1.2537,1.2555
24/05/2005 0:00,1.2555,1.26,1.2536,1.2577
25/05/2005 0:00,1.2577,1.2631,1.2558,1.2563
26/05/2005 0:00,1.2563,1.262,1.2553,1.2607
27/05/2005 0:00,1.2607,1.2616,1.2495,1.2513
30/05/2005 0:00,1.2513,1.2591,1.2512,1.252
31/05/2005 0:00,1.252,1.2547,1.2467,1.2481
1/06/2005 0:00,1.2481,1.2483,1.2297,1.2305
2/06/2005 0:00,1.2305,1.2343,1.2159,1.22
3/06/2005 0:00,1.22,1.2298,1.2184,1.2276
6/06/2005 0:00,1.2276,1.2348,1.2205,1.2227
7/06/2005 0:00,1.2227,1.2296,1.2226,1.2266
8/06/2005 0:00,1.2266,1.2316,1.2239,1.2286
9/06/2005 0:00,1.2286,1.2355,1.2207,1.2244
10/06/2005 0:00,1.2244,1.2258,1.2179,1.2232
13/06/2005 0:00,1.2232,1.225,1.2109,1.2118
14/06/2005 0:00,1.2118,1.2123,1.203,1.2109
15/06/2005 0:00,1.2109,1.2153,1.2018,1.2034
16/06/2005 0:00,1.2034,1.2134,1.2026,1.2113
17/06/2005 0:00,1.2113,1.217,1.2059,1.2103
20/06/2005 0:00,1.2103,1.2286,1.2093,1.2213
21/06/2005 0:00,1.2213,1.2241,1.2127,1.2133
22/06/2005 0:00,1.2133,1.221,1.2072,1.219
23/06/2005 0:00,1.219,1.2199,1.21,1.2132
24/06/2005 0:00,1.2132,1.2146,1.2017,1.2028
27/06/2005 0:00,1.2028,1.214,1.1983,1.2128
28/06/2005 0:00,1.2128,1.2187,1.2123,1.2168
29/06/2005 0:00,1.2168,1.2176,1.2052,1.2071
30/06/2005 0:00,1.2071,1.2114,1.2017,1.2093
1/07/2005 0:00,1.2093,1.2126,1.2044,1.2091
4/07/2005 0:00,1.2091,1.2109,1.1907,1.1937
5/07/2005 0:00,1.1937,1.1951,1.1891,1.1912
6/07/2005 0:00,1.1912,1.1941,1.1867,1.1928
7/07/2005 0:00,1.1928,1.1953,1.1893,1.1931
8/07/2005 0:00,1.1931,1.2043,1.191,1.1938
11/07/2005 0:00,1.1938,1.1989,1.1874,1.1968
12/07/2005 0:00,1.1968,1.2088,1.1961,1.2058
13/07/2005 0:00,1.2058,1.2258,1.2057,1.2218
14/07/2005 0:00,1.2218,1.2223,1.2065,1.2081
15/07/2005 0:00,1.2081,1.2126,1.2058,1.2097
18/07/2005 0:00,1.2097,1.214,1.2022,1.2046
19/07/2005 0:00,1.2046,1.2092,1.2044,1.2064
20/07/2005 0:00,1.2064,1.2065,1.1954,1.2031
21/07/2005 0:00,1.2031,1.219,1.1998,1.2145
22/07/2005 0:00,1.2145,1.2253,1.21,1.2161
25/07/2005 0:00,1.2161,1.2191,1.2041,1.2062
26/07/2005 0:00,1.2062,1.209,1.2029,1.2049
27/07/2005 0:00,1.2049,1.2065,1.1982,1.202
28/07/2005 0:00,1.202,1.2086,1.1965,1.2071
29/07/2005 0:00,1.2071,1.2151,1.2038,1.213
1/08/2005 0:00,1.213,1.2162,1.2077,1.2126
2/08/2005 0:00,1.2126,1.2251,1.2126,1.2194
3/08/2005 0:00,1.2194,1.2253,1.2188,1.2196
4/08/2005 0:00,1.2196,1.2346,1.2151,1.2331
5/08/2005 0:00,1.2331,1.2405,1.2301,1.2387
8/08/2005 0:00,1.2387,1.2398,1.2313,1.2336
9/08/2005 0:00,1.2336,1.2392,1.2317,1.2366
10/08/2005 0:00,1.2366,1.2417,1.2332,1.236
11/08/2005 0:00,1.236,1.2428,1.2336,1.2384
12/08/2005 0:00,1.2384,1.2478,1.2378,1.2458
15/08/2005 0:00,1.2458,1.2488,1.2384,1.2456
16/08/2005 0:00,1.2456,1.2457,1.2346,1.2351
17/08/2005 0:00,1.2351,1.2376,1.2296,1.236
18/08/2005 0:00,1.236,1.2368,1.2262,1.2266
19/08/2005 0:00,1.2266,1.2296,1.2159,1.2187
22/08/2005 0:00,1.2187,1.2196,1.2127,1.2168
23/08/2005 0:00,1.2168,1.2245,1.2163,1.223
24/08/2005 0:00,1.223,1.2257,1.2192,1.2223
25/08/2005 0:00,1.2223,1.2282,1.2164,1.2259
26/08/2005 0:00,1.2259,1.2327,1.2259,1.2283
29/08/2005 0:00,1.2283,1.2345,1.2272,1.234
30/08/2005 0:00,1.234,1.2347,1.2218,1.2222
31/08/2005 0:00,1.2222,1.2237,1.2172,1.2219
1/09/2005 0:00,1.2219,1.2359,1.219,1.234
2/09/2005 0:00,1.234,1.2528,1.2326,1.2479
5/09/2005 0:00,1.2479,1.2591,1.2468,1.2536
6/09/2005 0:00,1.2536,1.2588,1.2505,1.2509
7/09/2005 0:00,1.2509,1.2517,1.2443,1.246
8/09/2005 0:00,1.246,1.2539,1.2407,1.242
9/09/2005 0:00,1.242,1.2454,1.2384,1.2407
12/09/2005 0:00,1.2407,1.246,1.2377,1.2415
13/09/2005 0:00,1.2415,1.2415,1.2272,1.2298
14/09/2005 0:00,1.2298,1.2318,1.2247,1.2288
15/09/2005 0:00,1.2288,1.2333,1.2266,1.2276
16/09/2005 0:00,1.2276,1.2277,1.2196,1.2231
19/09/2005 0:00,1.2231,1.2312,1.2144,1.2165
20/09/2005 0:00,1.2165,1.2177,1.2102,1.2148
21/09/2005 0:00,1.2148,1.2192,1.2112,1.2119
22/09/2005 0:00,1.2119,1.2271,1.2114,1.2262
23/09/2005 0:00,1.2262,1.2271,1.2133,1.2146
26/09/2005 0:00,1.2146,1.217,1.2021,1.2034
27/09/2005 0:00,1.2034,1.2083,1.2013,1.2077
28/09/2005 0:00,1.2077,1.2085,1.198,1.2012
29/09/2005 0:00,1.2012,1.2073,1.1994,1.2053
30/09/2005 0:00,1.2053,1.2078,1.2008,1.2021
3/10/2005 0:00,1.2021,1.2092,1.1997,1.2028
4/10/2005 0:00,1.2028,1.2034,1.1902,1.1921
5/10/2005 0:00,1.1921,1.195,1.1907,1.1921
6/10/2005 0:00,1.1921,1.2021,1.1917,1.2016
7/10/2005 0:00,1.2016,1.2206,1.2015,1.2167
10/10/2005 0:00,1.2167,1.2181,1.2094,1.2128
11/10/2005 0:00,1.2128,1.2155,1.2041,1.2057
12/10/2005 0:00,1.2057,1.2059,1.1962,1.1969
13/10/2005 0:00,1.1969,1.2056,1.1956,1.2022
14/10/2005 0:00,1.2022,1.204,1.1915,1.2016
17/10/2005 0:00,1.2016,1.211,1.1982,1.2066
18/10/2005 0:00,1.2066,1.2124,1.1995,1.2006
19/10/2005 0:00,1.2006,1.2012,1.1917,1.1932
20/10/2005 0:00,1.1932,1.2005,1.1877,1.1985
21/10/2005 0:00,1.1985,1.2042,1.195,1.2042
24/10/2005 0:00,1.2042,1.2081,1.1929,1.1935
25/10/2005 0:00,1.1935,1.2023,1.1923,1.1961
26/10/2005 0:00,1.1961,1.2119,1.1938,1.2101
27/10/2005 0:00,1.2101,1.2138,1.2045,1.2053
28/10/2005 0:00,1.2053,1.2175,1.2053,1.2143
31/10/2005 0:00,1.2143,1.2172,1.2043,1.2064
1/11/2005 0:00,1.2064,1.2091,1.197,1.1982
2/11/2005 0:00,1.1982,1.2043,1.1973,1.2013
3/11/2005 0:00,1.2013,1.2087,1.199,1.2066
4/11/2005 0:00,1.2066,1.2084,1.1933,1.1938
7/11/2005 0:00,1.1938,1.1995,1.1803,1.1809
8/11/2005 0:00,1.1809,1.1834,1.1754,1.1761
9/11/2005 0:00,1.1761,1.1796,1.1712,1.1771
10/11/2005 0:00,1.1771,1.1792,1.1719,1.1762
11/11/2005 0:00,1.1762,1.1799,1.1673,1.1688
14/11/2005 0:00,1.1688,1.1742,1.1684,1.1722
15/11/2005 0:00,1.1722,1.1773,1.1658,1.1695
16/11/2005 0:00,1.1695,1.1737,1.164,1.1718
17/11/2005 0:00,1.1718,1.1729,1.1644,1.1676
18/11/2005 0:00,1.1676,1.1761,1.1642,1.175
21/11/2005 0:00,1.175,1.1794,1.1664,1.1777
22/11/2005 0:00,1.1777,1.184,1.172,1.1735
23/11/2005 0:00,1.1735,1.1826,1.1687,1.1794
24/11/2005 0:00,1.1794,1.1863,1.1766,1.1824
25/11/2005 0:00,1.1824,1.1825,1.1768,1.1773
28/11/2005 0:00,1.1773,1.1781,1.1691,1.1696
29/11/2005 0:00,1.1696,1.1903,1.1683,1.1854
30/11/2005 0:00,1.1854,1.1859,1.1742,1.1777
1/12/2005 0:00,1.1777,1.1806,1.1757,1.1793
2/12/2005 0:00,1.1793,1.18,1.1691,1.1736
5/12/2005 0:00,1.1736,1.1755,1.1662,1.1715
6/12/2005 0:00,1.1715,1.1821,1.169,1.1792
7/12/2005 0:00,1.1792,1.1809,1.1758,1.1786
8/12/2005 0:00,1.1786,1.1787,1.1703,1.1726
9/12/2005 0:00,1.1726,1.1852,1.1705,1.1796
12/12/2005 0:00,1.1796,1.1839,1.1768,1.1805
13/12/2005 0:00,1.1805,1.1984,1.1801,1.1959
14/12/2005 0:00,1.1959,1.199,1.1909,1.1957
15/12/2005 0:00,1.1957,1.2063,1.1957,1.1991
16/12/2005 0:00,1.1991,1.2041,1.1937,1.195
19/12/2005 0:00,1.195,1.204,1.1937,1.2026
20/12/2005 0:00,1.2026,1.2032,1.1977,1.2007
21/12/2005 0:00,1.2007,1.2008,1.1841,1.1885
22/12/2005 0:00,1.1885,1.1913,1.1802,1.1839
23/12/2005 0:00,1.1839,1.1899,1.1812,1.187
26/12/2005 0:00,1.187,1.1887,1.1831,1.1876
28/12/2005 0:00,1.1877,1.1881,1.1828,1.1855
29/12/2005 0:00,1.1855,1.1934,1.1813,1.1855
30/12/2005 0:00,1.1855,1.1883,1.1821,1.1846
2/01/2006 0:00,1.1846,1.189,1.1779,1.1841
4/01/2006 0:00,1.1841,1.2053,1.1838,1.2035
5/01/2006 0:00,1.2035,1.2147,1.2029,1.2111
6/01/2006 0:00,1.2111,1.2128,1.2069,1.2112
9/01/2006 0:00,1.2112,1.2183,1.2083,1.2153
10/01/2006 0:00,1.2153,1.2156,1.2055,1.2073
11/01/2006 0:00,1.2073,1.2111,1.2039,1.2061
12/01/2006 0:00,1.2061,1.2147,1.2047,1.2139
13/01/2006 0:00,1.2139,1.2165,1.2009,1.2033
16/01/2006 0:00,1.2033,1.2176,1.2031,1.2166
17/01/2006 0:00,1.2166,1.2171,1.2079,1.2088
18/01/2006 0:00,1.2088,1.2142,1.2052,1.2097
19/01/2006 0:00,1.2097,1.2163,1.2073,1.2097
20/01/2006 0:00,1.2097,1.2127,1.2057,1.2092
23/01/2006 0:00,1.2092,1.2246,1.2043,1.222
24/01/2006 0:00,1.222,1.2324,1.2215,1.23
25/01/2006 0:00,1.23,1.2311,1.2255,1.2272
26/01/2006 0:00,1.2272,1.2326,1.2237,1.2253
27/01/2006 0:00,1.2253,1.2271,1.22,1.2208
30/01/2006 0:00,1.2208,1.2236,1.2088,1.2109
31/01/2006 0:00,1.2109,1.2117,1.2067,1.2084
1/02/2006 0:00,1.2084,1.2191,1.2083,1.2146
2/02/2006 0:00,1.2146,1.2169,1.2049,1.2073
3/02/2006 0:00,1.2073,1.211,1.2035,1.2099
6/02/2006 0:00,1.2099,1.2113,1.1969,1.2041
7/02/2006 0:00,1.2041,1.2042,1.1948,1.1966
8/02/2006 0:00,1.1966,1.2017,1.1945,1.1972
9/02/2006 0:00,1.1972,1.1994,1.1926,1.1992
10/02/2006 0:00,1.1992,1.2016,1.1947,1.1974
13/02/2006 0:00,1.1974,1.2028,1.1889,1.1902
14/02/2006 0:00,1.1902,1.1922,1.1881,1.1898
15/02/2006 0:00,1.1898,1.1929,1.1862,1.1919
16/02/2006 0:00,1.1919,1.1957,1.1872,1.1882
17/02/2006 0:00,1.1882,1.1916,1.1849,1.1903
20/02/2006 0:00,1.1903,1.1955,1.1861,1.1948
21/02/2006 0:00,1.1948,1.1977,1.1924,1.1933
22/02/2006 0:00,1.1933,1.1934,1.1893,1.1915
23/02/2006 0:00,1.1915,1.1929,1.1862,1.1906
24/02/2006 0:00,1.1906,1.1968,1.1891,1.1922
27/02/2006 0:00,1.1922,1.1928,1.1828,1.1846
28/02/2006 0:00,1.1846,1.1881,1.1837,1.1839
1/03/2006 0:00,1.1839,1.1952,1.1837,1.1936
2/03/2006 0:00,1.1936,1.1978,1.1893,1.1918
3/03/2006 0:00,1.1918,1.2047,1.1914,1.2019
6/03/2006 0:00,1.2019,1.2096,1.1998,1.2085
7/03/2006 0:00,1.2085,1.2087,1.1986,1.1992
8/03/2006 0:00,1.1992,1.2009,1.1872,1.1881
9/03/2006 0:00,1.1881,1.1943,1.1877,1.1939
10/03/2006 0:00,1.1939,1.1955,1.189,1.1892
13/03/2006 0:00,1.1892,1.1931,1.1859,1.1925
14/03/2006 0:00,1.1925,1.1981,1.1917,1.1976
15/03/2006 0:00,1.1976,1.2031,1.1939,1.2018
16/03/2006 0:00,1.2018,1.2073,1.2004,1.2059
17/03/2006 0:00,1.2059,1.2189,1.2034,1.2179
20/03/2006 0:00,1.2179,1.2207,1.214,1.2181
21/03/2006 0:00,1.2181,1.2199,1.2132,1.2146
22/03/2006 0:00,1.2146,1.2168,1.2078,1.2095
23/03/2006 0:00,1.2095,1.211,1.2057,1.2061
24/03/2006 0:00,1.2061,1.2079,1.1957,1.1972
27/03/2006 0:00,1.1972,1.2048,1.1954,1.2033
28/03/2006 0:00,1.2033,1.206,1.2004,1.201
29/03/2006 0:00,1.201,1.2108,1.1995,1.2
30/03/2006 0:00,1.2,1.2051,1.1981,1.2038
31/03/2006 0:00,1.2038,1.2175,1.2037,1.2164
3/04/2006 0:00,1.2164,1.2178,1.2084,1.2108
4/04/2006 0:00,1.2108,1.2155,1.2035,1.2148
5/04/2006 0:00,1.2148,1.2279,1.2123,1.2257
6/04/2006 0:00,1.2257,1.2307,1.2244,1.2285
7/04/2006 0:00,1.2285,1.2334,1.2193,1.2204
10/04/2006 0:00,1.2204,1.2228,1.2093,1.2106
11/04/2006 0:00,1.2106,1.2131,1.2079,1.2107
12/04/2006 0:00,1.2107,1.2166,1.2092,1.2157
13/04/2006 0:00,1.2157,1.217,1.2068,1.2103
14/04/2006 0:00,1.2103,1.2134,1.2071,1.2112
17/04/2006 0:00,1.2112,1.2142,1.21,1.2138
18/04/2006 0:00,1.2138,1.229,1.2138,1.2261
19/04/2006 0:00,1.2261,1.2372,1.2227,1.236
20/04/2006 0:00,1.236,1.2396,1.2288,1.2375
21/04/2006 0:00,1.2375,1.2376,1.2271,1.2306
24/04/2006 0:00,1.2306,1.2381,1.2268,1.2371
25/04/2006 0:00,1.2371,1.2415,1.2335,1.2382
26/04/2006 0:00,1.2382,1.2442,1.2367,1.2426
27/04/2006 0:00,1.2426,1.2473,1.2388,1.2453
28/04/2006 0:00,1.2453,1.255,1.2406,1.2544
1/05/2006 0:00,1.2544,1.2636,1.2522,1.2623
2/05/2006 0:00,1.2623,1.2691,1.2556,1.257
3/05/2006 0:00,1.257,1.267,1.2561,1.2609
4/05/2006 0:00,1.2609,1.2672,1.2592,1.2632
5/05/2006 0:00,1.2632,1.2727,1.2573,1.2698
8/05/2006 0:00,1.2698,1.2767,1.2676,1.2744
9/05/2006 0:00,1.2744,1.2789,1.2694,1.2702
10/05/2006 0:00,1.2702,1.2786,1.2661,1.2761
11/05/2006 0:00,1.2761,1.2833,1.2753,1.2763
12/05/2006 0:00,1.2763,1.2875,1.2687,1.2851
15/05/2006 0:00,1.2851,1.2973,1.2843,1.2948
16/05/2006 0:00,1.2948,1.2954,1.2779,1.2793
17/05/2006 0:00,1.2793,1.2871,1.2772,1.2852
18/05/2006 0:00,1.2852,1.2921,1.2703,1.2745
19/05/2006 0:00,1.2745,1.2875,1.2737,1.2865
22/05/2006 0:00,1.2865,1.2866,1.2694,1.2765
23/05/2006 0:00,1.2765,1.2889,1.2697,1.2855
24/05/2006 0:00,1.2855,1.2881,1.2767,1.2795
25/05/2006 0:00,1.2795,1.2893,1.2731,1.277
26/05/2006 0:00,1.277,1.283,1.2749,1.2806
29/05/2006 0:00,1.2806,1.2835,1.2702,1.2751
30/05/2006 0:00,1.2751,1.277,1.2736,1.2751
31/05/2006 0:00,1.2751,1.291,1.2743,1.2858
1/06/2006 0:00,1.2858,1.2906,1.2806,1.2817
2/06/2006 0:00,1.2817,1.2828,1.2724,1.282
5/06/2006 0:00,1.282,1.2943,1.2798,1.2929
6/06/2006 0:00,1.2929,1.2979,1.2895,1.2896
7/06/2006 0:00,1.2896,1.2936,1.2807,1.283
8/06/2006 0:00,1.283,1.2839,1.2763,1.2804
9/06/2006 0:00,1.2804,1.2805,1.2627,1.2645
12/06/2006 0:00,1.2645,1.2686,1.2599,1.2609
13/06/2006 0:00,1.2609,1.265,1.2564,1.258
14/06/2006 0:00,1.258,1.2615,1.2529,1.2547
15/06/2006 0:00,1.2547,1.2648,1.2533,1.2606
16/06/2006 0:00,1.2606,1.2658,1.258,1.2642
19/06/2006 0:00,1.2642,1.2671,1.2617,1.2635
20/06/2006 0:00,1.2635,1.2636,1.255,1.2573
21/06/2006 0:00,1.2573,1.2615,1.2536,1.2598
22/06/2006 0:00,1.2598,1.2677,1.2591,1.2666
23/06/2006 0:00,1.2666,1.2679,1.255,1.2582
26/06/2006 0:00,1.2582,1.2587,1.2476,1.2515
27/06/2006 0:00,1.2515,1.261,1.2502,1.2604
28/06/2006 0:00,1.2604,1.2618,1.2561,1.2569
29/06/2006 0:00,1.2569,1.2584,1.2514,1.2542
30/06/2006 0:00,1.2542,1.2669,1.2519,1.2663
3/07/2006 0:00,1.2663,1.2794,1.266,1.2791
4/07/2006 0:00,1.2791,1.2825,1.2764,1.2802
5/07/2006 0:00,1.2802,1.2824,1.2776,1.278
6/07/2006 0:00,1.278,1.2841,1.2708,1.273
7/07/2006 0:00,1.273,1.2786,1.2721,1.2775
10/07/2006 0:00,1.2775,1.2859,1.2768,1.2808
11/07/2006 0:00,1.2808,1.2812,1.272,1.2735
12/07/2006 0:00,1.2735,1.2777,1.2705,1.2763
13/07/2006 0:00,1.2763,1.2779,1.2674,1.2699
14/07/2006 0:00,1.2699,1.273,1.2663,1.2691
17/07/2006 0:00,1.2691,1.2693,1.2626,1.2635
18/07/2006 0:00,1.2635,1.2644,1.2509,1.2521
19/07/2006 0:00,1.2521,1.2559,1.2474,1.2498
20/07/2006 0:00,1.2498,1.2608,1.2456,1.2596
21/07/2006 0:00,1.2596,1.2653,1.2586,1.2632
24/07/2006 0:00,1.2632,1.2713,1.2626,1.2698
25/07/2006 0:00,1.2698,1.2698,1.2611,1.2626
26/07/2006 0:00,1.2626,1.2674,1.2564,1.258
27/07/2006 0:00,1.258,1.2729,1.256,1.271
28/07/2006 0:00,1.271,1.2776,1.2683,1.2689
31/07/2006 0:00,1.2689,1.2771,1.2661,1.2769
1/08/2006 0:00,1.2769,1.2782,1.2738,1.2763
2/08/2006 0:00,1.2763,1.2829,1.2718,1.2823
3/08/2006 0:00,1.2823,1.2834,1.2774,1.2793
4/08/2006 0:00,1.2793,1.2833,1.274,1.2797
7/08/2006 0:00,1.2797,1.2908,1.2776,1.2886
8/08/2006 0:00,1.2886,1.2887,1.2804,1.282
9/08/2006 0:00,1.282,1.2891,1.2762,1.2788
10/08/2006 0:00,1.2788,1.2903,1.2769,1.2869
11/08/2006 0:00,1.2869,1.2911,1.2746,1.2791
14/08/2006 0:00,1.2791,1.2795,1.2716,1.2729
15/08/2006 0:00,1.2729,1.2766,1.2711,1.2725
16/08/2006 0:00,1.2725,1.2805,1.2696,1.279
17/08/2006 0:00,1.279,1.2867,1.2771,1.2851
18/08/2006 0:00,1.2851,1.2889,1.2814,1.2833
21/08/2006 0:00,1.2833,1.2847,1.2784,1.2839
22/08/2006 0:00,1.2839,1.2941,1.2834,1.2868
23/08/2006 0:00,1.2868,1.2888,1.2785,1.2799
24/08/2006 0:00,1.2799,1.2854,1.2777,1.2783
25/08/2006 0:00,1.2783,1.2846,1.2752,1.2762
28/08/2006 0:00,1.2762,1.2786,1.2726,1.2761
29/08/2006 0:00,1.2761,1.2823,1.2761,1.2791
30/08/2006 0:00,1.2791,1.2841,1.2751,1.2832
31/08/2006 0:00,1.2832,1.2856,1.2814,1.2834
1/09/2006 0:00,1.2834,1.2883,1.2787,1.2812
4/09/2006 0:00,1.2812,1.286,1.2756,1.2856
5/09/2006 0:00,1.2856,1.2876,1.2842,1.2862
6/09/2006 0:00,1.2862,1.2866,1.2796,1.2818
7/09/2006 0:00,1.2818,1.2835,1.2773,1.2819
8/09/2006 0:00,1.2819,1.2833,1.2708,1.273
11/09/2006 0:00,1.273,1.2734,1.2653,1.2671
12/09/2006 0:00,1.2671,1.2743,1.2652,1.2704
13/09/2006 0:00,1.2704,1.2739,1.2672,1.2684
14/09/2006 0:00,1.2684,1.2721,1.2667,1.27
15/09/2006 0:00,1.27,1.2755,1.2677,1.2724
18/09/2006 0:00,1.2724,1.2738,1.2633,1.2644
19/09/2006 0:00,1.2644,1.2713,1.2637,1.271
20/09/2006 0:00,1.271,1.2729,1.2652,1.2678
21/09/2006 0:00,1.2678,1.2731,1.2667,1.2695
22/09/2006 0:00,1.2695,1.28,1.2693,1.2789
25/09/2006 0:00,1.2789,1.2833,1.2781,1.279
26/09/2006 0:00,1.279,1.2823,1.2733,1.2759
27/09/2006 0:00,1.2759,1.2765,1.2664,1.2699
28/09/2006 0:00,1.2699,1.2721,1.2672,1.2717
29/09/2006 0:00,1.2717,1.2734,1.2679,1.271
2/10/2006 0:00,1.271,1.2715,1.2641,1.2687
3/10/2006 0:00,1.2687,1.2761,1.2666,1.2745
4/10/2006 0:00,1.2745,1.2768,1.2721,1.2732
5/10/2006 0:00,1.2732,1.2741,1.2669,1.272
6/10/2006 0:00,1.272,1.2728,1.2672,1.2692
9/10/2006 0:00,1.2692,1.2718,1.257,1.2598
